Keyword,Layout,LoggingLibrary,ProjectInfo,SearchResult
FirebaseAnalytics,FirebaseAnalytics,Firebase,tananaev/traccar-manager-android,['/tananaev_traccar-manager-android/app/src/google/java/org/traccar/manager/GoogleMainApplication.java']
FirebaseAnalytics,FirebaseAnalytics,Firebase,Ashish-Bansal/OneTapVideoDownload,"['/Ashish-Bansal_OneTapVideoDownload/app/src/main/java/com/phantom/onetapvideodownload/ui/domainblacklist/BlacklistDomainActivity.java', '/Ashish-Bansal_OneTapVideoDownload/app/src/main/java/com/phantom/onetapvideodownload/ui/urllog/UrlLogActivity.java', '/Ashish-Bansal_OneTapVideoDownload/app/src/main/java/com/phantom/onetapvideodownload/ui/MainActivity.java']"
FirebaseAnalytics,FirebaseAnalytics,Firebase,firebase/firebase-android-sdk,"['/firebase_firebase-android-sdk/firebase-dynamic-links/src/main/java/com/google/firebase/dynamiclinks/internal/FirebaseDynamicLinksImpl.java', '/firebase_firebase-android-sdk/firebase-dynamic-links/src/main/java/com/google/firebase/dynamiclinks/FirebaseDynamicLinks.java', '/firebase_firebase-android-sdk/fiamui-app/src/main/java/com/example/firebase/fiamui/MainActivity.java']"
FirebaseAnalytics,FirebaseAnalytics,Firebase,OneBusAway/onebusaway-android,"['/OneBusAway_onebusaway-android/onebusaway-android/src/amazon/java/org/onebusaway/android/map/googlemapsv2/bike/BikeStationOverlay.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/amazon/java/org/onebusaway/android/map/googlemapsv2/BaseMapFragment.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/google/java/org/onebusaway/android/map/googlemapsv2/bike/BikeStationOverlay.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/google/java/org/onebusaway/android/map/googlemapsv2/BaseMapFragment.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/ArrivalsListFragment.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/TripPlanActivity.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/RegionsFragment.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/ArrivalsListAdapterStyleB.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/MyStarredStopsFragment.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/ArrivalsListHeader.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/PreferencesActivity.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/TripDetailsListFragment.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/MyRemindersFragment.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/FeedbackActivity.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/HomeActivity.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/TripPlanFragment.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/ui/SearchActivity.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/app/Application.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/util/BackupUtils.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/util/UIUtils.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/io/ObaAnalytics.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/provider/ObaContract.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/travelbehavior/TravelBehaviorManager.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/region/ObaRegionsTask.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/report/ui/dialog/CustomerServiceDialog.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/report/ui/Open311ProblemFragment.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/report/ui/ReportTypeListFragment.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/report/ui/ReportProblemFragmentBase.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/nav/NavigationService.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/nav/NavigationServiceProvider.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/nav/NavigationUploadWorker.java', '/OneBusAway_onebusaway-android/onebusaway-android/src/main/java/org/onebusaway/android/nav/FeedbackReceiver.java']"
FirebaseAnalytics,FirebaseAnalytics,Firebase,OlgaKuklina/GitJourney,"['/OlgaKuklina_GitJourney/app/src/main/java/com/oklab/gitjourney/asynctasks/RepoContentLoader.java', '/OlgaKuklina_GitJourney/app/src/main/java/com/oklab/gitjourney/adapters/FirebaseAnalyticsWrapper.java', '/OlgaKuklina_GitJourney/app/src/main/java/com/oklab/gitjourney/activities/MainActivity.java', '/OlgaKuklina_GitJourney/app/src/main/java/com/oklab/gitjourney/activities/GeneralActivity.java', '/OlgaKuklina_GitJourney/app/src/main/java/com/oklab/gitjourney/data/UpdaterService.java']"
FirebaseAnalytics,FirebaseAnalytics,Firebase,1hakr/AnExplorer,['/1hakr_AnExplorer/app/src/free/java/dev/dworks/apps/anexplorer/misc/AnalyticsManager.java']
FirebaseAnalytics,FirebaseAnalytics,Firebase,RocketChat/Rocket.Chat.Android,"['/RocketChat_Rocket.Chat.Android/app/build.gradle', '/RocketChat_Rocket.Chat.Android/app/src/play/java/chat/rocket/android/analytics/GoogleAnalyticsForFirebase.kt', '/RocketChat_Rocket.Chat.Android/dependencies.gradle']"
FirebaseAnalytics,FirebaseAnalytics,Firebase,PDDStudio/OTGSubs,"['/PDDStudio_OTGSubs/app/src/main/java/com/pddstudio/otgsubs/OTGSubsApplication.java', '/PDDStudio_OTGSubs/app/src/main/java/com/pddstudio/otgsubs/utils/DeviceUtils.java']"
FirebaseAnalytics,FirebaseAnalytics,Firebase,GLodi/GitNav,['/GLodi_GitNav/app/src/main/java/giuliolodi/gitnav/App.kt']
FirebaseAnalytics,FirebaseAnalytics,Firebase,spongebobrf/BookdashAndroidApp,"['/spongebobrf_BookdashAndroidApp/app/src/prod/java/org/bookdash/android/Injection.java', '/spongebobrf_BookdashAndroidApp/app/src/qa/java/org/bookdash/android/Injection.java', '/spongebobrf_BookdashAndroidApp/app/src/main/java/org/bookdash/android/BookDashApplication.java', '/spongebobrf_BookdashAndroidApp/app/src/main/java/org/bookdash/android/data/tracking/BookDashFirebaseAnalytics.java']"
FirebaseAnalytics,FirebaseAnalytics,Firebase,edx/edx-app-android,"['/edx_edx-app-android/OpenEdXMobile/src/main/java/org/edx/mobile/module/analytics/FirebaseAnalytics.java', '/edx_edx-app-android/OpenEdXMobile/src/main/java/org/edx/mobile/base/MainApplication.java']"
FirebaseAnalytics,FirebaseAnalytics,Firebase,xdtianyu/CallerInfo,['/xdtianyu_CallerInfo/app/src/main/java/org/xdty/callerinfo/application/Application.java']
FirebaseAnalytics,FirebaseAnalytics,Firebase,jinkg/Style,['/jinkg_Style/presentation/src/main/java/com/yalin/style/analytics/Analytics.kt']
FirebaseAnalytics,FirebaseAnalytics,Firebase,yukuku/androidbible,"['/yukuku_androidbible/Alkitab/src/main/java/yuku/alkitab/songs/SongViewActivity.kt', '/yukuku_androidbible/Alkitab/src/main/java/yuku/alkitab/tracking/Tracker.kt', '/yukuku_androidbible/Alkitab/src/main/java/yuku/alkitab/base/ac/DevotionActivity.java', '/yukuku_androidbible/Alkitab/src/main/java/yuku/alkitab/base/IsiActivity.kt', '/yukuku_androidbible/Alkitab/src/main/java/yuku/alkitab/base/sync/SyncRecorder.java']"
FirebaseAnalytics,FirebaseAnalytics,Firebase,thekirankumar/carstream-android-auto,['/thekirankumar_carstream-android-auto/app/src/main/java/com/thekirankumar/youtubeauto/fragments/WebViewCarFragment.java']
FirebaseAnalytics,FirebaseAnalytics,Firebase,rsiebert/TVHClient,['/rsiebert_TVHClient/app/src/main/java/org/tvheadend/tvhclient/MainApplication.kt']
FirebaseAnalytics,FirebaseAnalytics,Firebase,Aefyr/SAI,['/Aefyr_SAI/app/src/normal/java/com/aefyr/sai/firebase/Firebase.java']
FirebaseAnalytics,FirebaseAnalytics,Firebase,klinker24/talon-twitter-material,['/klinker24_talon-twitter-material/app/src/main/java/com/klinker/android/twitter_l/utils/AnalyticsHelper.java']
FirebaseAnalytics,FirebaseAnalytics,Firebase,harismuneer/Wanderlust-The-Travellers-App,"['/harismuneer_Wanderlust-The-Travellers-App/app/src/main/java/com/project/wanderlust/Activities/ActivityExtra.java', '/harismuneer_Wanderlust-The-Travellers-App/app/src/main/java/com/project/wanderlust/Activities/ActivityRegisterPhoneNumber.java']"
FirebaseAnalytics,FirebaseAnalytics,Firebase,HearthSim/arcane_tracker,"['/HearthSim_arcane_tracker/app/src/main/kotlin/net/mbonnin/arcanetracker/ArcaneTrackerAnalytics.kt', '/HearthSim_arcane_tracker/app/src/main/kotlin/net/mbonnin/arcanetracker/ArcaneTrackerApplication.kt']"
FirebaseAnalytics,FirebaseAnalytics,Firebase,qpython-android/qpython,"['/qpython-android_qpython/qpython/src/ol/java/org/qpython/qpy/main/activity/BaseActivity.java', '/qpython-android_qpython/qpython/src/os/java/org/qpython/qpy/main/activity/BaseActivity.java']"
FirebaseAnalytics,FirebaseAnalytics,Firebase,mozilla-tw/Rocket,"['/mozilla-tw_Rocket/app/src/main/java/org/mozilla/focus/telemetry/FirebaseEvent.java', '/mozilla-tw_Rocket/firebase/src/main/java/org/mozilla/focus/utils/FirebaseImp.kt']"
FirebaseAnalytics,FirebaseAnalytics,Firebase,plusCubed/velociraptor,['/plusCubed_velociraptor/app/src/main/java/com/pluscubed/velociraptor/api/osm/OsmLimitProvider.kt']
FirebaseAnalytics,FirebaseAnalytics,Firebase,b-lam/Resplash,"['/b-lam_Resplash/app/src/main/java/com/b_lam/resplash/activities/DonateActivity.java', '/b-lam_Resplash/app/src/main/java/com/b_lam/resplash/activities/AutoWallpaperActivity.java', '/b-lam_Resplash/app/src/main/java/com/b_lam/resplash/activities/DetailActivity.java', '/b-lam_Resplash/app/src/main/java/com/b_lam/resplash/activities/AboutActivity.java', '/b-lam_Resplash/app/src/main/java/com/b_lam/resplash/activities/LoginActivity.java', '/b-lam_Resplash/app/src/main/java/com/b_lam/resplash/activities/SettingsActivity.java']"
FirebaseAnalytics,FirebaseAnalytics,Firebase,klinker24/talon-for-twitter-android,['/klinker24_talon-for-twitter-android/app/src/main/java/com/klinker/android/twitter_l/utils/AnalyticsHelper.java']
FirebaseAnalytics,FirebaseAnalytics,Firebase,k0shk0sh/Fast-Access-Floating-Toolbox-,"['/k0shk0sh_Fast-Access-Floating-Toolbox-/app/src/main/java/com/fastaccess/provider/analytics/Analytics.java', '/k0shk0sh_Fast-Access-Floating-Toolbox-/app/src/main/java/com/fastaccess/App.java']"
FirebaseAnalytics,FirebaseAnalytics,Firebase,seven332/EhViewer,"['/seven332_EhViewer/app/src/main/java/com/hippo/ehviewer/ui/EhPreferenceActivity.java', '/seven332_EhViewer/app/src/main/java/com/hippo/ehviewer/ui/EhActivity.java', '/seven332_EhViewer/app/src/main/java/com/hippo/ehviewer/Analytics.java']"
FirebaseAnalytics,FirebaseAnalytics,Firebase,jruesga/rview,['/jruesga_rview/app/src/gms/java/com/ruesga/rview/analytics/AnalyticsManagerImpl.java']
FirebaseAnalytics,FirebaseAnalytics,Firebase,xiprox/WaniKani-for-Android,['/xiprox_WaniKani-for-Android/WaniKani/src/tr/xip/wanikani/app/activity/DonationsActivity.java']
FirebaseAnalytics,FirebaseAnalytics,Firebase,ashdavies/eternity,"['/ashdavies_eternity/mobile/src/main/java/io/ashdavies/eternity/chat/MessageReporting.java', '/ashdavies_eternity/mobile/src/main/java/io/ashdavies/eternity/chat/ChatActivity.java', '/ashdavies_eternity/mobile/src/main/java/io/ashdavies/eternity/firebase/FirebaseReporting.java']"
FirebaseAnalytics,FirebaseAnalytics,Firebase,gitskarios/Gitskarios,['/gitskarios_Gitskarios/app/src/main/java/com/alorma/github/GitskariosApplication.java']
FirebaseAnalytics,FirebaseAnalytics,Firebase,googlesamples/android-instant-apps,"['/googlesamples_android-instant-apps/analytics/app/src/main/java/com/example/android/instant/analytics/MainActivity.java', '/googlesamples_android-instant-apps/analytics/proguard.pro']"
FirebaseAnalytics,FirebaseAnalytics,Firebase,marcolivierarsenault/PolarHeartRateApplication,['/marcolivierarsenault_PolarHeartRateApplication/app/src/main/java/org/marco45/polarheartmonitor/MainActivity.java']
FirebaseAnalytics,FirebaseAnalytics,Firebase,RocketChat/Rocket.Chat.Android.Lily,"['/RocketChat_Rocket.Chat.Android.Lily/app/build.gradle', '/RocketChat_Rocket.Chat.Android.Lily/app/src/play/java/chat/rocket/android/analytics/GoogleAnalyticsForFirebase.kt', '/RocketChat_Rocket.Chat.Android.Lily/dependencies.gradle']"
FirebaseAnalytics,FirebaseAnalytics,Firebase,tananaev/traccar-client-android,['/tananaev_traccar-client-android/app/src/google/java/org/traccar/client/GoogleMainApplication.java']
FirebaseAnalytics,FirebaseAnalytics,Firebase,alexstyl/Memento-Calendar,"['/alexstyl_Memento-Calendar/android_mobile/src/main/java/com/alexstyl/specialdates/analytics/AnalyticsModule.kt', '/alexstyl_Memento-Calendar/android_mobile/src/main/java/com/alexstyl/specialdates/analytics/FirebaseAnalyticsImpl.kt']"
FirebaseAnalytics,FirebaseAnalytics,Firebase,googlecreativelab/justaline-android,['/googlecreativelab_justaline-android/app/src/main/java/com/arexperiments/justaline/analytics/Fa.java']
FirebaseAnalytics,FirebaseAnalytics,Firebase,evollu/react-native-firebase-analytics,"['/evollu_react-native-firebase-analytics/ios/RNFIRAnalytics.m', '/evollu_react-native-firebase-analytics/README.md', '/evollu_react-native-firebase-analytics/android/src/main/java/com/evollu/react/fa/FIRAnalyticsModule.java']"
FirebaseAnalytics,FirebaseAnalytics,Firebase,ItsCalebJones/SpaceLaunchNow-Android,"['/caman9119_SpaceLaunchNow/versions.gradle', '/caman9119_SpaceLaunchNow/common/build.gradle', '/caman9119_SpaceLaunchNow/common/src/main/java/me/calebjones/spacelaunchnow/common/ui/supporter/SupporterActivity.java', '/caman9119_SpaceLaunchNow/common/src/main/java/me/calebjones/spacelaunchnow/common/base/BaseFragment.java', '/caman9119_SpaceLaunchNow/common/src/main/java/me/calebjones/spacelaunchnow/common/base/BaseActivity.kt', '/caman9119_SpaceLaunchNow/mobile/build.gradle', '/caman9119_SpaceLaunchNow/mobile/src/main/java/me/calebjones/spacelaunchnow/ui/main/MainActivity.java', '/caman9119_SpaceLaunchNow/mobile/src/main/java/me/calebjones/spacelaunchnow/utils/analytics/Analytics.java']"
FirebaseAnalytics,FirebaseAnalytics,Firebase,avluis/Hentoid,['/AVnetWS_Hentoid/app/src/main/java/me/devsaki/hentoid/HentoidApp.java']
FirebaseAnalytics,FirebaseAnalytics,Firebase,AniTrend/anitrend-app,['/AniTrend_anitrend-app/app/src/main/java/com/mxt/anitrend/analytics/AnalyticsLogging.kt']
FirebaseAnalytics,FirebaseAnalytics,Firebase,alvinhkh/buseta,['/alvinhkh_buseta/app/src/main/java/com/alvinhkh/buseta/App.kt']
FirebaseAnalytics,FirebaseAnalytics,Firebase,SebastianRask/Pocket-Plays-for-Twitch,['/SebastianRask_Pocket-Plays-for-Twitch/app/src/main/java/com/sebastianrask/bettersubscription/PocketPlaysApplication.java']
FirebaseAnalytics,FirebaseAnalytics,Firebase,firebase/snippets-android,"['/firebase_snippets-android/predictions/app/src/main/java/com/google/firebase/example/predictions/MainActivity.java', '/firebase_snippets-android/predictions/app/src/main/java/com/google/firebase/example/predictions/kotlin/MainActivity.kt', '/firebase_snippets-android/analytics/app/src/main/java/com/google/firebase/example/analytics/MainActivity.java', '/firebase_snippets-android/analytics/app/src/main/java/com/google/firebase/example/analytics/kotlin/MainActivity.kt']"
FirebaseAnalytics,FirebaseAnalytics,Firebase,henrichg/PhoneProfilesPlus,['/henrichg_PhoneProfilesPlus/phoneProfilesPlus/src/main/java/sk/henrichg/phoneprofilesplus/PPApplication.java']
FirebaseAnalytics,FirebaseAnalytics,Firebase,premnirmal/StockTicker,['/premnirmal_StockTicker/app/src/prod/kotlin/com/github/premnirmal/ticker/analytics/AnalyticsImpl.kt']
FirebaseAnalytics,FirebaseAnalytics,Firebase,StepicOrg/stepic-android,['/StepicOrg_stepic-android/app/src/main/java/org/stepic/droid/analytic/AnalyticImpl.kt']
FirebaseAnalytics,FirebaseAnalytics,Firebase,google/santa-tracker-android,"['/google_santa-tracker-android/memory/src/main/java/com/google/android/apps/memory/MemoryActivity.java', '/google_santa-tracker-android/presentquest/src/main/java/com/google/android/apps/santatracker/presentquest/ui/map/MapsActivity.java', '/google_santa-tracker-android/presentquest/src/main/java/com/google/android/apps/santatracker/presentquest/ui/profile/ProfileViewModel.java', '/google_santa-tracker-android/tracker/src/main/java/com/google/android/apps/santatracker/tracker/ui/TrackerMapFragment.kt', '/google_santa-tracker-android/tracker/src/main/java/com/google/android/apps/santatracker/tracker/ui/TrackerActivity.kt', '/google_santa-tracker-android/tracker/src/main/java/com/google/android/apps/santatracker/tracker/cast/LoggingCastSessionListener.kt', '/google_santa-tracker-android/tracker/src/main/java/com/google/android/apps/santatracker/tracker/cast/LoggingCastStateListener.kt', '/google_santa-tracker-android/rocketsleigh/src/main/java/com/google/android/apps/santatracker/rocketsleigh/EndGameActivity.java', '/google_santa-tracker-android/rocketsleigh/src/main/java/com/google/android/apps/santatracker/rocketsleigh/RocketSleighActivity.kt', '/google_santa-tracker-android/snowballrun/src/main/java/com/google/android/apps/santatracker/doodles/snowballrun/PursuitFragment.java', '/google_santa-tracker-android/santa-tracker/src/main/java/com/google/android/apps/santatracker/di/AppModule.kt', '/google_santa-tracker-android/santa-tracker/src/main/java/com/google/android/apps/santatracker/web/WebSceneActivity.kt', '/google_santa-tracker-android/santa-tracker/src/main/java/com/google/android/apps/santatracker/launch/TvStartupActivity.java', '/google_santa-tracker-android/santa-tracker/src/main/java/com/google/android/apps/santatracker/launch/LaunchVideo.java', '/google_santa-tracker-android/santa-tracker/src/main/java/com/google/android/apps/santatracker/launch/StartupActivity.java', '/google_santa-tracker-android/santa-tracker/src/main/java/com/google/android/apps/santatracker/customviews/Village.java', '/google_santa-tracker-android/penguinswim/src/main/java/com/google/android/apps/santatracker/doodles/penguinswim/SwimmingFragment.java', '/google_santa-tracker-android/cityquiz/src/main/java/com/google/android/apps/santatracker/cityquiz/CityQuizActivity.kt', '/google_santa-tracker-android/gumball/src/main/java/com/google/android/apps/gumball/GumballActivity.java', '/google_santa-tracker-android/common/src/main/java/com/google/android/apps/santatracker/util/MeasurementManager.kt', '/google_santa-tracker-android/common/src/main/java/com/google/android/apps/santatracker/invites/AppInvitesFragment.kt', '/google_santa-tracker-android/jetpack/src/main/java/com/google/android/apps/jetpack/JetpackActivity.kt', '/google_santa-tracker-android/doodles-lib/src/main/java/com/google/android/apps/santatracker/doodles/BaseDoodleActivity.java', '/google_santa-tracker-android/dasherdancer/src/main/java/com/google/android/apps/santatracker/dasherdancer/CharacterActivity.kt', '/google_santa-tracker-android/dasherdancer/src/main/java/com/google/android/apps/santatracker/dasherdancer/DasherDancerActivity.kt']"
FirebaseAnalytics,FirebaseAnalytics,Firebase,juankysoriano/Zen,"['/juankysoriano_Zen/zen-android/src/main/java/zenproject/meditation/android/AnalyticsApplication.java', '/juankysoriano_Zen/zen-android/src/main/java/zenproject/meditation/android/analytics/AnalyticsTracker.java']"
FirebaseAnalytics,FirebaseAnalytics,Firebase,StepicOrg/stepik-android,['/StepicOrg_stepik-android/app/src/main/java/org/stepic/droid/analytic/AnalyticImpl.kt']
FirebaseAnalytics,FirebaseAnalytics,Firebase,niranjan94/show-java,"['/niranjan94_show-java/app/src/main/kotlin/com/njlabs/showjava/utils/secure/PurchaseUtils.kt', '/niranjan94_show-java/app/src/main/kotlin/com/njlabs/showjava/activities/settings/SettingsActivity.kt', '/niranjan94_show-java/app/src/main/kotlin/com/njlabs/showjava/activities/BaseActivity.kt', '/niranjan94_show-java/app/src/main/kotlin/com/njlabs/showjava/activities/decompiler/DecompilerActivity.kt', '/niranjan94_show-java/app/src/main/kotlin/com/njlabs/showjava/activities/decompiler/LowMemoryActivity.kt', '/niranjan94_show-java/app/src/main/kotlin/com/njlabs/showjava/activities/purchase/PurchaseActivity.kt']"
FirebaseAnalytics,FirebaseAnalytics,Firebase,mas-elkhanza/SIMRS-Khanza,['/mas-elkhanza_SIMRS-Khanza/ApkRegistrasiOnline/AplikasiDamanhuri/app/src/main/java/org/basoro/damanhuri/activities/SplashActivity.java']
